price,m2_price,square,rooms,floor,floors,condition,condition_encoded
90500,1240,73,2,15,19,под самоотделку (ПСО),3
55000,1279,43,1,3,10,евроремонт,4
146000,1000,146,3,5,12,хорошее,2
78000,1099,71,2,1,10,хорошее,2
125000,1667,75,2,12,12,евроремонт,4
86580,780,111,3,8,14,под самоотделку (ПСО),3
51500,1051,49,1,1,10,хорошее,2
125000,1136,110,3,12,12,евроремонт,4
107000,939,114,3,9,10,хорошее,2
96000,1116,86,3,13,13,хорошее,2
88000,1257,70,3,1,9,хорошее,2
188000,1146,164,4,8,12,евроремонт,4
145000,1593,91,3,8,10,хорошее,2
87500,1042,84,2,5,12,хорошее,2
25000,1042,24,1,2,4,среднее,1
46500,1162,40,1,2,4,хорошее,2
51000,1054,48,2,2,10,евроремонт,4
79500,1046,76,2,7,10,хорошее,2
114000,1018,112,3,6,9,хорошее,2
35900,1026,35,1,3,9,евроремонт,4
52500,905,58,3,3,4,среднее,1
78500,1006,78,2,3,10,евроремонт,4
255000,1962,130,4,2,14,евроремонт,4
56500,1108,51,2,2,5,евроремонт,4
40500,1266,32,1,4,4,хорошее,2
87500,781,112,4,6,13,евроремонт,4
42000,1000,42,1,11,12,хорошее,2
82000,1038,79,2,1,12,евроремонт,4
76000,1520,50,2,5,6,хорошее,2
50000,1064,47,2,7,12,евроремонт,4
30000,789,38,1,3,12,среднее,1
60000,1053,57,2,9,10,евроремонт,4
39960,740,54,1,11,16,под самоотделку (ПСО),3
147000,1225,120,3,12,13,евроремонт,4
81000,1227,66,2,12,12,хорошее,2
27800,695,40,1,8,10,под самоотделку (ПСО),3
47500,864,55,2,3,12,под самоотделку (ПСО),3
48000,873,55,2,3,12,под самоотделку (ПСО),3
67000,870,77,2,5,12,хорошее,2
118200,1200,98,3,8,10,под самоотделку (ПСО),3
57000,1140,50,2,7,9,под самоотделку (ПСО),3
86500,1236,70,2,5,10,под самоотделку (ПСО),3
79000,1053,75,2,8,11,евроремонт,4
59000,1157,51,2,10,12,под самоотделку (ПСО),3
33000,846,39,1,8,9,евроремонт,4
57200,923,62,2,6,9,хорошее,2
73320,780,94,3,12,14,хорошее,2
94500,1350,70,2,5,14,под самоотделку (ПСО),3
73320,780,94,2,12,14,под самоотделку (ПСО),3
73164,780,94,2,12,14,под самоотделку (ПСО),3
72540,780,93,2,12,14,евроремонт,4
38000,1118,34,1,6,9,хорошее,2
95000,633,150,3,10,10,хорошее,2
46000,958,48,2,5,5,хорошее,2
55500,721,77,2,12,12,под самоотделку (ПСО),3
55000,714,77,2,12,12,под самоотделку (ПСО),3
68250,750,91,3,10,14,под самоотделку (ПСО),3
54000,1000,54,1,2,9,евроремонт,4
87000,1074,81,3,10,12,под самоотделку (ПСО),3
102800,695,148,3,3,10,евроремонт,4
45000,918,49,2,5,12,евроремонт,4
178000,1575,113,2,3,12,хорошее,2
55000,821,67,2,4,9,среднее,1
125000,1779,70,2,7,14,евроремонт,4
39500,1162,34,1,1,9,среднее,1
68000,765,89,3,9,10,под самоотделку (ПСО),3
118000,1073,110,3,10,12,евроремонт,4
45000,738,61,3,1,3,среднее,1
61200,862,71,3,7,12,среднее,1
45000,1250,36,1,7,9,среднее,1
42500,759,56,1,12,16,хорошее,2
60300,887,68,2,10,15,хорошее,2
67000,1175,57,2,9,10,под самоотделку (ПСО),3
48800,887,55,1,12,16,евроремонт,4
58000,1371,42,1,8,9,евроремонт,4
47300,860,55,1,12,16,хорошее,2
37000,925,40,1,3,6,евроремонт,4
69000,1211,57,2,9,9,хорошее,2
53000,662,80,4,1,3,среднее,1
57500,1009,57,3,4,5,хорошее,2
41500,1064,39,1,3,5,хорошее,2
40500,1125,36,1,3,5,хорошее,2
54000,651,83,2,11,13,евроремонт,4
76000,1134,67,2,10,10,евроремонт,4
160000,777,206,5,10,11,под самоотделку (ПСО),3
102120,920,111,3,7,10,под самоотделку (ПСО),3
111000,1233,90,3,12,12,евроремонт,4
79000,832,95,3,7,7,евроремонт,4
67500,1125,60,2,2,10,евроремонт,4
56000,1191,47,1,7,12,евроремонт,4
57000,1267,45,1,2,10,евроремонт,4
66000,750,88,3,2,14,под самоотделку (ПСО),3
38000,809,47,1,9,10,под самоотделку (ПСО),3
165000,1571,105,3,10,12,хорошее,2
37000,1057,35,1,3,5,под самоотделку (ПСО),3
75000,1000,75,2,3,9,хорошее,2
138240,1280,108,3,8,15,евроремонт,4
62000,727,85,2,2,12,под самоотделку (ПСО),3
79000,1053,75,3,3,5,среднее,1
38000,927,41,2,1,2,среднее,1
85000,1308,65,3,1,9,хорошее,2
75000,781,96,3,2,2,евроремонт,4
72000,758,95,3,5,10,под самоотделку (ПСО),3
165000,922,179,5,3,7,хорошее,2
110000,1068,103,3,11,16,под самоотделку (ПСО),3
106000,1039,102,3,11,16,под самоотделку (ПСО),3
58000,1160,50,1,6,12,евроремонт,4
114000,1163,98,3,2,10,евроремонт,4
87500,1080,81,2,6,12,евроремонт,4
114000,1606,71,2,11,14,евроремонт,4
107000,982,109,3,3,12,под самоотделку (ПСО),3
89000,856,104,3,3,12,под самоотделку (ПСО),3
90000,909,99,1,1,9,евроремонт,4
50000,1087,46,1,6,9,евроремонт,4
61000,1089,56,3,4,4,хорошее,2
88000,1100,80,2,4,12,евроремонт,4
84000,1167,72,2,3,12,евроремонт,4
42000,1167,36,1,1,4,хорошее,2
114500,1145,100,3,10,12,евроремонт,4
83000,1137,73,2,11,12,евроремонт,4
75800,790,96,3,9,10,под самоотделку (ПСО),3
82000,1058,78,2,3,13,евроремонт,4
135000,1350,100,4,5,9,евроремонт,4
121625,1250,97,3,3,8,под самоотделку (ПСО),3
74000,1057,70,2,7,9,евроремонт,4
78000,1040,75,2,8,11,евроремонт,4
97000,882,110,4,4,5,евроремонт,4
70000,1000,70,2,10,10,евроремонт,4
133110,870,153,4,10,12,под самоотделку (ПСО),3
59500,1026,58,1,8,10,под самоотделку (ПСО),3
50000,725,69,2,3,14,под самоотделку (ПСО),3
41000,970,42,1,12,14,под самоотделку (ПСО),3
56500,991,57,2,4,12,евроремонт,4
90000,1098,82,3,7,12,хорошее,2
58000,1160,50,2,7,9,евроремонт,4
60000,698,86,3,9,9,под самоотделку (ПСО),3
145000,1051,138,3,8,16,евроремонт,4
35500,794,45,1,10,14,под самоотделку (ПСО),3
53940,870,62,2,9,14,под самоотделку (ПСО),3
55000,797,69,2,9,14,под самоотделку (ПСО),3
128750,1030,125,4,10,10,под самоотделку (ПСО),3
131140,830,158,4,7,14,под самоотделку (ПСО),3
161040,880,183,4,11,14,под самоотделку (ПСО),3
41000,906,45,1,12,14,под самоотделку (ПСО),3
52000,981,53,1,9,9,евроремонт,4
34000,829,41,1,11,12,под самоотделку (ПСО),3
85000,977,87,2,10,14,под самоотделку (ПСО),3
84000,1077,78,3,3,9,хорошее,2
85000,850,100,3,4,9,хорошее,2
55000,663,83,2,11,12,под самоотделку (ПСО),3
180000,1000,180,5,6,7,под самоотделку (ПСО),3
40500,988,41,1,3,5,евроремонт,4
108000,956,113,3,9,10,евроремонт,4
113000,1614,70,2,10,14,евроремонт,4
54000,1038,52,2,2,9,среднее,1
62000,1069,58,3,5,5,среднее,1
55000,1058,52,2,2,9,среднее,1
41000,1242,33,1,4,9,хорошее,2
45000,1023,44,1,7,9,среднее,1
96800,800,121,3,11,16,под самоотделку (ПСО),3
38000,585,65,2,1,3,под самоотделку (ПСО),3
115000,1173,98,3,2,10,евроремонт,4
39950,850,47,2,4,12,под самоотделку (ПСО),3
199000,1716,116,3,9,15,под самоотделку (ПСО),3
52000,1040,50,2,1,5,хорошее,2
68000,764,89,3,9,10,под самоотделку (ПСО),3
53000,1293,41,1,4,12,евроремонт,4
55000,965,57,3,4,4,среднее,1
105500,1669,63,1,3,8,среднее,1
115000,1150,100,3,4,14,под самоотделку (ПСО),3
59800,704,85,3,9,9,под самоотделку (ПСО),3
51500,1288,40,1,6,10,евроремонт,4
52500,750,70,2,14,14,под самоотделку (ПСО),3
172500,1250,138,4,13,14,хорошее,2
59000,797,74,2,7,9,евроремонт,4
57000,750,76,2,4,10,евроремонт,4
87000,806,108,3,4,14,евроремонт,4
198000,680,291,6 и более,11,13,евроремонт,4
53000,1082,49,1,6,12,евроремонт,4
51000,1020,50,2,7,10,евроремонт,4
136000,1275,107,3,5,10,хорошее,2
53500,1189,45,2,4,4,хорошее,2
57000,1267,45,1,3,10,евроремонт,4
58000,1318,44,1,5,10,евроремонт,4
42000,1312,32,1,4,4,хорошее,2
64500,1402,46,1,12,12,евроремонт,4
67500,1089,62,3,1,9,хорошее,2
40000,1212,33,1,4,9,евроремонт,4
57000,1267,45,1,3,10,среднее,1
110000,1774,62,2,8,12,под самоотделку (ПСО),3
55000,1222,45,2,4,4,хорошее,2
76500,900,85,3,2,9,хорошее,2
59000,1180,50,1,11,12,евроремонт,4
74200,1142,65,2,6,12,евроремонт,4
67000,838,80,3,10,10,под самоотделку (ПСО),3
105000,1050,100,4,7,10,евроремонт,4
68900,830,83,2,4,5,хорошее,2
86000,1229,70,2,5,10,евроремонт,4
48500,622,78,2,3,8,под самоотделку (ПСО),3
53500,863,62,2,9,14,евроремонт,4
44901,1069,42,1,13,15,среднее,1
59000,1000,59,2,10,12,евроремонт,4
39500,1013,39,1,3,5,хорошее,2
55000,948,58,3,3,4,среднее,1
63000,1432,44,2,2,5,хорошее,2
31200,650,48,1,9,17,под самоотделку (ПСО),3
39500,1129,35,1,7,7,среднее,1
30800,700,44,1,5,16,под самоотделку (ПСО),3
166000,1694,98,3,7,10,евроремонт,4
55500,957,58,3,1,5,хорошее,2
89000,1254,71,2,9,10,евроремонт,4
45430,770,59,1,2,16,под самоотделку (ПСО),3
156000,1099,142,3,4,9,евроремонт,4
79500,855,93,4,1,9,евроремонт,4
116000,1009,115,3,10,14,евроремонт,4
132000,1082,122,3,6,18,под самоотделку (ПСО),3
94500,909,104,3,6,9,евроремонт,4
101000,981,103,3,2,14,под самоотделку (ПСО),3
64000,1032,62,2,12,14,евроремонт,4
81000,1080,75,2,5,18,под самоотделку (ПСО),3
75500,2157,35,3,6,7,хорошее,2
79800,1306,61,3,1,9,евроремонт,4
57800,997,58,3,4,4,среднее,1
56800,757,75,4,3,3,хорошее,2
57000,803,71,3,4,5,среднее,1
54000,1019,53,2,9,9,среднее,1
190000,1557,122,4,7,9,евроремонт,4
139200,1200,116,3,4,5,под самоотделку (ПСО),3
47000,1000,47,1,8,9,под самоотделку (ПСО),3
52000,1156,45,1,4,12,евроремонт,4
155000,1490,104,3,13,14,евроремонт,4
73000,1123,65,3,8,9,хорошее,2
74500,1202,62,3,2,5,хорошее,2
45500,1338,34,1,5,9,хорошее,2
106000,1178,90,3,4,12,евроремонт,4
64000,1103,58,2,7,9,евроремонт,4
158400,880,180,4,9,12,под самоотделку (ПСО),3
100000,935,107,3,4,13,под самоотделку (ПСО),3
82000,976,84,2,11,13,хорошее,2
33600,700,48,1,3,17,под самоотделку (ПСО),3
148000,1321,112,4,3,12,евроремонт,4
39500,1129,35,1,5,5,среднее,1
45000,1264,36,1,1,9,среднее,1
74000,1138,65,2,7,10,хорошее,2
70000,848,82,2,3,14,евроремонт,4
48500,866,56,2,8,10,под самоотделку (ПСО),3
67500,1164,58,3,2,5,хорошее,2
42000,1235,34,1,7,9,среднее,1
120000,1597,75,2,10,10,евроремонт,4
38000,1152,33,1,2,9,среднее,1
57500,991,58,2,8,9,среднее,1
136500,1147,119,3,8,12,хорошее,2
105000,1312,80,2,2,10,хорошее,2
250000,2000,125,4,2,13,евроремонт,4
81500,1006,81,3,3,9,среднее,1
37000,1194,31,1,3,5,среднее,1
55000,1196,46,1,9,10,хорошее,2
53500,922,58,3,1,5,хорошее,2
130000,992,131,3,3,12,евроремонт,4
64500,759,85,3,5,9,евроремонт,4
109000,736,148,3,3,10,под самоотделку (ПСО),3
57000,950,60,2,4,9,евроремонт,4
130000,1548,84,3,9,10,евроремонт,4
92000,1095,84,4,2,5,евроремонт,4
139500,996,140,3,3,6,евроремонт,4
36500,1217,30,1,1,3,евроремонт,4
52000,1156,45,1,5,9,хорошее,2
35500,1183,30,1,3,4,среднее,1
55000,1250,44,1,10,12,евроремонт,4
45000,900,50,1,10,10,хорошее,2
47000,1000,47,1,10,12,под самоотделку (ПСО),3
67000,1117,60,2,2,9,евроремонт,4
77500,1092,71,2,1,9,евроремонт,4
90500,1191,76,2,3,12,евроремонт,4
125000,1667,75,3,12,12,евроремонт,4
78000,1114,70,2,8,10,хорошее,2
66000,825,80,2,9,10,евроремонт,4
146000,1000,146,3,5,12,евроремонт,4
92000,1150,80,2,5,12,евроремонт,4
76500,841,91,4,2,9,хорошее,2
185000,1370,135,4,3,3,евроремонт,4
167000,1687,99,3,7,8,среднее,1
259000,1786,145,4,12,12,евроремонт,4
80000,1143,70,2,8,10,хорошее,2
60000,1200,50,1,8,10,хорошее,2
35500,807,44,1,15,16,под самоотделку (ПСО),3
117000,1560,75,2,10,10,евроремонт,4
48500,836,58,2,4,14,под самоотделку (ПСО),3
176000,912,193,4,10,11,хорошее,2
56500,1153,49,2,3,4,хорошее,2
78000,1219,64,3,2,9,под самоотделку (ПСО),3
48500,866,56,2,4,14,под самоотделку (ПСО),3
35800,796,45,1,14,16,под самоотделку (ПСО),3
58000,1261,46,2,9,12,евроремонт,4
54400,788,69,2,11,16,под самоотделку (ПСО),3
46500,816,57,2,1,4,евроремонт,4
39000,1219,32,1,1,5,среднее,1
70500,801,88,3,9,10,под самоотделку (ПСО),3
90000,1000,90,4,1,5,хорошее,2
55000,1019,54,2,4,10,евроремонт,4
77000,1027,75,2,7,12,евроремонт,4
50000,1087,46,1,6,9,под самоотделку (ПСО),3
105000,1000,105,4,3,9,евроремонт,4
40500,964,42,1,6,12,под самоотделку (ПСО),3
77000,1069,72,2,1,7,евроремонт,4
126000,984,128,3,5,12,среднее,1
65000,730,89,3,2,14,под самоотделку (ПСО),3
48500,735,66,2,2,14,под самоотделку (ПСО),3
31500,750,42,1,10,14,под самоотделку (ПСО),3
111800,1085,103,3,12,16,под самоотделку (ПСО),3
78700,1036,76,2,11,12,под самоотделку (ПСО),3
56000,966,58,3,5,5,хорошее,2
53500,1216,44,2,4,4,хорошее,2
77500,724,107,3,4,9,хорошее,2
74000,1233,60,1,5,8,под самоотделку (ПСО),3
41000,1171,35,1,8,9,хорошее,2
75000,1071,70,2,4,10,хорошее,2
64000,1123,57,2,9,9,евроремонт,4
85000,1328,64,2,2,10,евроремонт,4
68000,1308,52,2,9,9,хорошее,2
70500,849,83,2,4,5,евроремонт,4
120000,1224,98,3,11,14,евроремонт,4
49500,1100,45,1,1,9,евроремонт,4
30500,735,42,1,10,14,под самоотделку (ПСО),3
55500,816,68,3,2,5,среднее,1
69000,1255,55,1,7,10,евроремонт,4
128000,1280,100,4,5,9,евроремонт,4
68000,1046,65,3,7,16,под самоотделку (ПСО),3
130000,1140,114,3,13,13,евроремонт,4
22400,550,41,2,6,12,под самоотделку (ПСО),3
73000,723,101,3,12,12,под самоотделку (ПСО),3
75000,750,100,3,14,16,евроремонт,4
62000,1000,62,2,5,14,хорошее,2
72000,1029,70,2,7,9,под самоотделку (ПСО),3
65500,1040,63,3,4,5,под самоотделку (ПСО),3
80000,1039,77,2,8,10,евроремонт,4
112000,1087,103,3,10,10,под самоотделку (ПСО),3
36000,1241,29,1,3,3,под самоотделку (ПСО),3
200000,1333,150,3,2,10,евроремонт,4
89000,864,103,2,2,10,евроремонт,4
66000,1269,52,2,2,9,евроремонт,4
68500,1142,60,2,1,7,евроремонт,4
34500,503,69,2,6,9,под самоотделку (ПСО),3
105000,921,114,3,8,10,евроремонт,4
118000,1180,100,3,16,16,под самоотделку (ПСО),3
48000,1116,43,2,3,4,хорошее,2
55000,1000,55,2,3,4,под самоотделку (ПСО),3
54500,826,66,2,12,12,евроремонт,4
60000,1364,44,1,8,12,под самоотделку (ПСО),3
83420,860,97,3,13,14,хорошее,2
81000,1080,75,4,2,9,хорошее,2
